iter	Passed	Remaining
442	1250	1571
443	1252	1568
444	1254	1564
445	1256	1560
446	1257	1556
447	1260	1552
448	1262	1549
449	1265	1546
450	1267	1543
451	1270	1539
452	1272	1536
453	1273	1532
454	1277	1530
455	1279	1526
456	1281	1523
457	1284	1519
458	1286	1515
459	1288	1512
460	1290	1508
461	1292	1505
462	1295	1502
463	1297	1498
464	1299	1495
465	1301	1491
466	1303	1487
467	1306	1485
468	1309	1482
469	1311	1478
470	1313	1474
471	1315	1471
472	1317	1467
473	1319	1463
474	1321	1461
475	1324	1457
476	1326	1454
477	1328	1450
478	1330	1447
479	1332	1443
480	1334	1440
481	1338	1438
482	1340	1434
483	1343	1431
484	1345	1428
485	1349	1426
486	1353	1425
487	1355	1422
488	1358	1419
489	1361	1416
490	1369	1419
491	1371	1416
492	1373	1412
493	1376	1410
494	1383	1411
495	1385	1408
496	1388	1405
497	1390	1401
498	1394	1400
499	1399	1399
500	1402	1396
501	1404	1393
502	1407	1390
503	1411	1388
504	1414	1386
505	1416	1383
506	1419	1380
507	1423	1379
508	1427	1376
509	1429	1373
510	1432	1370
511	1436	1368
512	1440	1367
513	1442	1364
514	1444	1360
515	1447	1357
516	1449	1354
517	1452	1351
518	1456	1350
519	1459	1347
520	1461	1344
521	1465	1342
522	1468	1339
523	1470	1335
524	1472	1332
525	1475	1329
526	1477	1326
527	1479	1323
528	1482	1320
529	1485	1317
530	1487	1313
531	1489	1310
532	1491	1306
533	1493	1303
534	1495	1299
535	1499	1297
536	1501	1294
537	1503	1290
538	1505	1287
539	1507	1283
540	1508	1280
541	1510	1276
542	1512	1273
543	1515	1269
544	1517	1266
545	1519	1263
546	1522	1260
547	1524	1257
548	1526	1254
549	1529	1251
550	1531	1248
551	1536	1246
552	1538	1243
553	1540	1240
554	1544	1238
555	1546	1235
556	1549	1231
557	1550	1228
558	1552	1224
559	1554	1221
560	1556	1218
561	1559	1215
562	1562	1212
563	1564	1209
564	1565	1205
565	1567	1201
566	1569	1198
567	1570	1194
568	1573	1191
569	1575	1188
570	1577	1185
571	1579	1181
572	1580	1178
573	1582	1174
574	1584	1171
575	1586	1167
576	1589	1165
577	1591	1161
578	1593	1158
579	1594	1154
580	1596	1151
581	1598	1147
582	1600	1144
583	1602	1141
584	1605	1138
585	1607	1135
586	1609	1132
587	1611	1128
588	1613	1125
589	1615	1122
590	1617	1119
591	1620	1116
592	1622	1113
593	1624	1110
594	1625	1106
595	1627	1103
596	1629	1100
597	1631	1096
598	1635	1094
599	1637	1091
600	1639	1088
601	1641	1084
602	1643	1081
603	1645	1078
604	1647	1075
605	1650	1073
606	1652	1069
607	1654	1066
608	1656	1063
609	1659	1060
610	1661	1057
611	1665	1056
612	1668	1053
613	1670	1050
614	1673	1047
615	1675	1044
616	1679	1042
617	1682	1039
618	1684	1036
619	1687	1034
620	1689	1031
621	1691	1028
622	1695	1025
623	1697	1022
624	1699	1019
625	1702	1016
626	1704	1014
627	1706	1011
628	1710	1008
629	1712	1005
630	1714	1002
631	1717	999
632	1719	996
633	1721	993
634	1725	991
635	1727	988
636	1729	985
637	1731	982
638	1734	979
639	1736	976
640	1739	974
641	1741	971
642	1743	967
643	1745	965
644	1748	962
645	1750	959
646	1753	956
647	1755	953
648	1758	951
649	1760	948
650	1763	945
651	1765	942
652	1768	939
653	1770	936
654	1773	933
655	1775	931
656	1777	928
657	1779	925
658	1781	922
659	1786	920
660	1788	917
661	1790	914
662	1792	911
663	1794	908
664	1796	905
665	1798	902
666	1801	899
667	1803	896
668	1804	892
669	1806	889
670	1808	886
671	1810	883
672	1812	880
673	1814	877
674	1816	874
675	1818	871
676	1820	868
677	1822	865
678	1823	862
679	1825	859
680	1827	856
681	1830	853
682	1832	850
683	1833	847
684	1835	844
685	1837	841
686	1839	838
687	1841	835
688	1843	832
689	1846	829
690	1847	826
691	1849	823
692	1851	820
693	1853	817
694	1855	814
695	1857	811
696	1860	808
697	1862	805
698	1864	802
699	1866	800
700	1869	797
701	1872	794
702	1876	792
703	1878	789
704	1880	787
705	1883	784
706	1885	781
707	1887	778
708	1890	775
709	1893	773
710	1896	770
711	1899	768
712	1902	765
713	1907	764
714	1909	761
715	1911	758
716	1913	755
717	1915	752
718	1917	749
719	1919	746
720	1921	743
721	1924	740
722	1926	738
723	1928	735
724	1930	732
725	1932	729
726	1935	726
727	1938	724
728	1939	721
729	1941	718
730	1944	715
731	1945	712
732	1947	709
733	1950	707
734	1953	704
735	1955	701
736	1957	698
737	1959	695
738	1961	692
739	1963	689
740	1966	687
741	1968	684
742	1969	681
743	1971	678
744	1973	675
745	1975	672
746	1977	669
747	1979	666
748	1981	664
749	1983	661
750	1985	658
751	1987	655
752	1989	652
753	1991	649
754	1993	646
755	1994	643
756	1996	641
757	1999	638
758	2000	635
759	2002	632
760	2004	629
761	2006	626
762	2009	624
763	2011	621
764	2013	618
765	2015	615
766	2017	612
767	2019	610
768	2020	607
769	2023	604
770	2025	601
771	2027	598
772	2029	596
773	2031	593
774	2034	590
775	2036	587
776	2041	585
777	2043	582
778	2045	580
779	2046	577
780	2049	574
781	2052	572
782	2056	570
783	2058	567
784	2061	564
785	2063	561
786	2065	559
787	2068	556
788	2071	554
789	2073	551
790	2075	548
791	2078	545
792	2080	543
793	2082	540
794	2086	537
795	2088	535
796	2090	532
797	2093	529
798	2095	527
799	2097	524
800	2101	522
801	2103	519
802	2105	516
803	2108	513
804	2109	511
805	2111	508
806	2114	505
807	2117	503
808	2119	500
809	2121	497
810	2124	495
811	2126	492
812	2128	489
813	2131	487
814	2133	484
815	2135	481
816	2138	478
817	2140	476
818	2142	473
819	2144	470
820	2147	468
821	2150	465
822	2152	462
823	2154	460
824	2156	457
825	2158	454
826	2161	452
827	2164	449
828	2166	446
829	2168	444
830	2170	441
831	2172	438
832	2175	436
833	2177	433
834	2179	430
835	2181	427
836	2183	425
837	2184	422
838	2186	419
839	2188	416
840	2192	414
841	2193	411
842	2196	409
843	2197	406
844	2199	403
845	2201	400
846	2203	398
847	2206	395
848	2208	392
849	2210	390
850	2212	387
851	2213	384
852	2215	381
853	2217	379
854	2218	376
855	2222	373
856	2224	371
857	2226	368
858	2228	365
859	2230	363
860	2232	360
861	2234	357
862	2236	355
863	2238	352
864	2240	349
865	2242	346
866	2243	344
867	2246	341
868	2249	339
869	2253	336
870	2255	334
871	2257	331
872	2258	328
873	2261	325
874	2263	323
875	2266	320
876	2268	318
877	2270	315
878	2272	312
879	2275	310
880	2278	307
881	2281	305
882	2283	302
883	2285	299
884	2288	297
885	2290	294
886	2292	292
887	2294	289
888	2298	286
889	2300	284
890	2302	281
891	2305	279
892	2307	276
893	2309	273
894	2312	271
895	2314	268
896	2317	266
897	2319	263
898	2321	260
899	2324	258
900	2326	255
901	2329	253
902	2331	250
903	2333	247
904	2336	245
905	2337	242
906	2340	239
907	2343	237
908	2346	234
909	2348	232
910	2350	229
911	2352	226
912	2354	224
913	2357	221
914	2359	219
915	2361	216
916	2363	213
917	2366	211
918	2368	208
919	2370	206
920	2373	203
921	2375	201
922	2378	198
923	2380	195
924	2382	193
925	2384	190
926	2388	188
927	2391	185
928	2393	182
929	2396	180
930	2398	177
931	2400	175
932	2405	172
933	2407	170
934	2409	167
935	2411	164
936	2414	162
937	2416	159
938	2418	157
939	2420	154
940	2422	151
941	2424	149
942	2426	146
943	2428	144
944	2430	141
945	2433	138
946	2435	136
947	2437	133
948	2439	131
949	2440	128
950	2442	125
951	2444	123
952	2446	120
953	2449	118
954	2451	115
955	2452	112
956	2454	110
957	2456	107
958	2458	105
959	2460	102
960	2462	99
961	2464	97
962	2466	94
963	2468	92
964	2471	89
965	2473	87
966	2475	84
967	2478	81
968	2479	79
969	2481	76
970	2483	74
971	2485	71
972	2487	69
973	2489	66
974	2491	63
975	2494	61
976	2496	58
977	2498	56
978	2500	53
979	2502	51
980	2504	48
981	2506	45
982	2509	43
983	2512	40
984	2514	38
985	2516	35
986	2518	33
987	2520	30
988	2524	28
989	2526	25
990	2529	22
991	2531	20
992	2533	17
993	2535	15
994	2538	12
995	2540	10
996	2543	7
997	2545	5
998	2547	2
999	2549	0
